project_id,constituency_id,district,state,mp_name,work_category,sanctioned_amount,released_amount,expenditure_amount,sanction_date,completion_date,status,implementing_agency,contractor_name,contractor_reg_no,contractor_address,contractor_pan,latitude,longitude,completion_certificate,geo_photo_uploaded,financial_year
TN-TIR-2024-0258,TN-04,Tiruchirappalli,Tamil Nadu,MP Kabir Kant,building,3629918,3186663,2911868,2024-06-14,2025-02-27,completed,Municipal Corporation Engineering Cell,Naik-Nayak Builders,REG-458,"00
Oommen Nagar, Tiruchirappalli, PIN - 430015",UWVGU1882O,10.730929,78.718224,True,True,2024-25
M-NAG-2024-0259,MH-02,Nagpur,Maharashtra,MP Nimrat Dhingra,drainage,1969164,1826699,1764166,2024-10-11,2025-02-17,completed,Municipal Corporation Engineering Cell,Bera Group Builders,REG-901,"45/05, Gokhale Circle, Nagpur, PIN - 541712",ZTYGE7141K,21.103782,79.139269,True,True,2024-25
T-NIZ-2024-0260,TS-03,Nizamabad,Telangana,MP Chaitanya Badal,road,1593248,1465963,1420872,2024-04-22,,stalled,Rural Engineering Services (RES),Dass and Sons Builders,REG-858,"H.No. 19, Parmar Street, Nizamabad, PIN - 617993",DZLVH4612N,18.74659,78.112677,False,False,2024-25
UP-BAR-2023-0261,UP-03,Barabanki,Uttar Pradesh,MP Bimala Dhaliwal,community_hall,4420000,4420000,4331600,2023-12-08,2024-07-14,completed,District Rural Development Agency (DRDA),Shree Ram Construction,REG-UP-001,"57/07
Kala Road, Barabanki, PIN - 225001",ABCDE1234F,26.880051,81.133779,True,True,2023-24
TN-MAD-2023-0262,TN-03,Madurai,Tamil Nadu,MP Nisha Deshmukh,road,1998931,1928628,1744232,2023-05-15,2023-11-24,completed,Zila Parishad Engineering Division,Shree Ram Construction,REG-UP-001,"57/46, Lad Path, Madurai, PIN - 225001",ABCDE1234F,9.876852,78.067663,True,True,2023-24
A-SIL-2023-0263,AS-03,Silchar,Assam,MP Bakhshi Wadhwa,water,624728,604806,551036,2023-01-27,2023-05-14,completed,Zila Parishad Engineering Division,"Karpe, Joshi and Krish Builders",REG-645,"H.No. 59
Baral Chowk, Silchar, PIN - 623641",PNIPE9723Q,24.826293,92.758043,True,True,2023-24
O-KHO-2023-0264,OD-01,Khordha,Odisha,MP Guneet Saraf,road,1249363,1132834,1061947,2023-03-05,,stalled,District Rural Development Agency (DRDA),Shere and Sons Builders,REG-216,"83, De Street, Khordha, PIN - 474825",EILGW5656S,20.257517,85.576928,False,False,2023-24
B-GAY-2024-0265,BR-02,Gaya,Bihar,MP Vinaya Apte,road,1472482,1359614,1322537,2024-03-28,,ongoing,Water Supply & Sanitation Board,"Tata, Chhabra and Hegde Builders",REG-836,"71/82, Mammen Nagar, Gaya, PIN - 813204",LZDXE0458V,24.738189,84.982299,False,False,2024-25
TN-CHE-2024-0266,TN-01,Chennai,Tamil Nadu,MP Ishwar Jain,community_hall,2629931,2487167,2435091,2024-12-16,2025-07-04,completed,Public Works Department (PWD),"Nair, Narula and Kannan Builders",REG-794,"H.No. 53
Chaudhary Street, Chennai, PIN - 731946",CLLPK2531V,13.037824,80.22318,True,True,2024-25
R-BIK-2023-0267,RJ-05,Bikaner,Rajasthan,MP Garima Nagarajan,water,909252,820814,786665,2023-03-25,,ongoing,Rural Engineering Services (RES),Shree Ram Construction,REG-UP-001,"H.No. 238
Lall Path, Bikaner, PIN - 225001",ABCDE1234F,28.04228,73.300076,False,False,2023-24
MP-UJJ-2024-0268,MP-05,Ujjain,Madhya Pradesh,MP Ridhi Sunder,building,3756865,3668167,3489450,2024-11-03,2025-08-22,completed,District Rural Development Agency (DRDA),Bhalla Ltd Builders,REG-971,"H.No. 36
Sur Circle, Ujjain, PIN - 275156",XLCRV3305J,23.244757,75.724245,True,True,2024-25
O-PUR-2024-0269,OD-03,Puri,Odisha,MP Ishita Wagle,sanitation,416877,407809,396234,2024-04-23,,stalled,Zila Parishad Engineering Division,"Magar, Prasad and Pandit Builders",REG-871,"H.No. 45, Vyas Street, Puri, PIN - 788324",AFUXI3384B,19.734865,85.799116,False,False,2024-25
WB-HOW-2023-0270,WB-02,Howrah,West Bengal,MP Ayushman Panchal,community_hall,3487355,3212431,3056893,2023-07-08,,stalled,District Rural Development Agency (DRDA),Basak Inc Builders,REG-865,"H.No. 867, Hayer Nagar, Howrah, PIN - 520780",PSHYA8826G,22.631402,88.257424,False,False,2023-24
MP-UJJ-2023-0271,MP-05,Ujjain,Madhya Pradesh,MP Advay Vohra,sanitation,425471,421855,380077,2023-06-05,2023-07-21,completed,Rural Engineering Services (RES),Bhatia-Sha Builders,REG-525,"88/530, Dhar Chowk, Ujjain, PIN - 846038",RQYJF9449L,23.132579,75.776615,True,True,2023-24
UP-VAR-2023-0272,UP-05,Varanasi,Uttar Pradesh,MP Pranit Doctor,building,2708051,2548751,2514838,2023-06-19,,ongoing,Rural Engineering Services (RES),"Tailor, Bir and Manne Builders",REG-320,"754, Grover, Varanasi, PIN - 504468",XJEDR0790Q,25.389391,82.904093,False,False,2023-24
UP-GOR-2023-0273,UP-07,Gorakhpur,Uttar Pradesh,MP Inaya Narasimhan,building,4845157,4556892,4113432,2023-11-18,2023-11-10,completed,Public Works Department (PWD),Apex Civil Enterprises,REG-MH-109,"H.No. 495
Trivedi Nagar, Gorakhpur, PIN - 411001",APXCE7711Z,26.826415,83.354943,True,True,2023-24
TN-CHE-2023-0274,TN-01,Chennai,Tamil Nadu,MP Yauvani Sood,road,1286108,1286108,1286108,2023-06-28,2024-01-19,completed,Public Works Department (PWD),M/s Maa Durga Infrastructure,REG-BR-442,"45/71, Vora Zila, Chennai, PIN - 800001",MDUIN9988K,13.121603,80.252939,False,False,2023-24
R-JAI-2024-0275,RJ-01,Jaipur,Rajasthan,MP Damini Madan,drainage,1082466,1082466,1082466,2024-03-20,2024-07-24,completed,Rural Engineering Services (RES),Royal Highway Builders,REG-RJ-551,"H.No. 31, Bajaj Ganj, Jaipur, PIN - 302001",RYHB8822P,26.864672,75.865874,False,False,2024-25
K-MYS-2023-0276,KA-02,Mysuru,Karnataka,MP Ayaan Mander,sanitation,340154,312611,299360,2023-09-11,2024-01-01,completed,Zila Parishad Engineering Division,"Sampath, Aurora and Nagy Builders",REG-889,"54
Saran Chowk, Mysuru, PIN - 714788",ERSPV5800U,12.319208,76.706423,True,True,2023-24
M-THA-2023-0277,MH-04,Thane,Maharashtra,MP Unnati Dar,drainage,869887,858252,788170,2023-03-20,,stalled,Public Works Department (PWD),Raghavan-Buch Builders,REG-816,"25, Devi Nagar, Thane, PIN - 378690",BAGVQ2419O,19.201268,73.04941,False,False,2023-24
UP-PRA-2023-0278,UP-06,Prayagraj,Uttar Pradesh,MP Chavvi Vyas,community_hall,2463614,2461883,2234536,2023-08-14,2023-08-08,completed,Rural Engineering Services (RES),Shree Ram Construction,REG-UP-001,"342
Mann Street, Prayagraj, PIN - 225001",ABCDE1234F,25.478446,81.818462,True,True,2023-24
K-MAN-2024-0279,KA-04,Mangaluru,Karnataka,MP Udant Chauhan,community_hall,4420000,4420000,4331600,2024-07-11,2025-03-06,completed,Rural Engineering Services (RES),National Infra Conclave,REG-DL-990,"792
Kulkarni Path, Mangaluru, PIN - 110001",NATIN3322R,12.886438,74.895788,True,True,2024-25
B-GAY-2024-0280,BR-02,Gaya,Bihar,MP Pavani Varty,community_hall,1459185,1277645,1152188,2024-03-16,2024-02-23,completed,Rural Engineering Services (RES),M/s Maa Durga Infrastructure,REG-BR-442,"58/914
Lata Zila, Gaya, PIN - 800001",MDUIN9988K,24.758463,85.005745,True,True,2024-25
MP-UJJ-2023-0281,MP-05,Ujjain,Madhya Pradesh,MP Neha Viswanathan,water,1440000,1440000,1411200,2023-04-23,,stalled,District Rural Development Agency (DRDA),Royal Highway Builders,REG-RJ-551,"978, Pandey Road, Ujjain, PIN - 302001",RYHB8822P,23.158999,75.757832,False,False,2023-24
T-WAR-2023-0282,TS-02,Warangal,Telangana,MP Libni Sur,building,3636814,3106536,2800405,2023-06-08,2024-04-04,completed,Water Supply & Sanitation Board,Aggarwal-Kari Builders,REG-453,"H.No. 135, Loyal Nagar, Warangal, PIN - 438914",ZNYCZ1921N,17.924191,79.655266,True,True,2023-24
TN-MAD-2023-0283,TN-03,Madurai,Tamil Nadu,MP Anay Sankaran,community_hall,2258753,2064911,1906410,2023-10-07,2024-06-30,completed,Water Supply & Sanitation Board,"Choudhary, Andra and Chopra Builders",REG-689,"H.No. 26, Ghose Marg, Madurai, PIN - 444394",GBLOT7192X,9.896939,78.042199,True,True,2023-24
G-AHM-2024-0284,GJ-01,Ahmedabad,Gujarat,MP Zaid Parekh,solar,498254,480880,456815,2024-01-03,2024-04-25,completed,Municipal Corporation Engineering Cell,"Shukla, Bakshi and Halder Builders",REG-203,"16/217
Ratta Road, Ahmedabad, PIN - 612780",USBLK1483M,23.069102,72.638956,True,True,2024-25
G-VAD-2023-0285,GJ-03,Vadodara,Gujarat,MP Krisha Jayaraman,sanitation,294008,263929,260011,2023-06-06,,ongoing,Municipal Corporation Engineering Cell,Bhatnagar Inc Builders,REG-518,"H.No. 04
Pant Zila, Vadodara, PIN - 452027",FLYXQ6195V,22.280817,73.198565,False,False,2023-24
UP-BAR-2023-0286,UP-03,Barabanki,Uttar Pradesh,MP Ekaraj Sabharwal,building,3084651,2963384,2891446,2023-10-25,,stalled,Zila Parishad Engineering Division,Deol-Dewan Builders,REG-536,"H.No. 416
Bhatti Chowk, Barabanki, PIN - 684485",LURZP9867Q,26.856788,81.164224,False,False,2023-24
MP-UJJ-2024-0287,MP-05,Ujjain,Madhya Pradesh,MP Balhaar Srivastava,community_hall,3461567,2962897,2901203,2024-03-09,,ongoing,Water Supply & Sanitation Board,"Sampath, Aurora and Nagy Builders",REG-889,"05/335
Gole, Ujjain, PIN - 714788",ERSPV5800U,23.216588,75.745142,False,False,2024-25
B-GAY-2023-0288,BR-02,Gaya,Bihar,MP Jeremiah Naidu,sanitation,509705,467070,420645,2023-10-28,,ongoing,Public Works Department (PWD),Shetty Ltd Builders,REG-953,"24
Pillay Nagar, Gaya, PIN - 110425",KHDKY6963R,24.863986,84.928537,False,False,2023-24
M-SOL-2023-0289,MH-06,Solapur,Maharashtra,MP Arjun Varghese,building,3598407,3165268,2982953,2023-07-24,,stalled,Water Supply & Sanitation Board,Shukla PLC Builders,REG-119,"07
Chakrabarti Circle, Solapur, PIN - 378355",IDAXM8746C,17.628396,75.918627,False,False,2023-24
MP-BHO-2024-0290,MP-01,Bhopal,Madhya Pradesh,MP Shravya Jhaveri,building,3456656,3332384,3272269,2024-08-14,,ongoing,District Rural Development Agency (DRDA),Garg Ltd Builders,REG-405,"H.No. 865, Pandya Street, Bhopal, PIN - 779987",CLLYW2519U,23.301809,77.400984,False,False,2024-25
B-MUZ-2024-0291,BR-03,Muzaffarpur,Bihar,MP Yauvani Bains,drainage,1577186,1454365,1357392,2024-05-15,,ongoing,District Rural Development Agency (DRDA),Gade-Kota Builders,REG-700,"H.No. 89, Patel Marg, Muzaffarpur, PIN - 698866",YRMCC4731B,26.065656,85.31504,False,False,2024-25
MP-IND-2024-0292,MP-02,Indore,Madhya Pradesh,MP Imaran Goda,community_hall,4160686,3581040,3539857,2024-07-16,2025-02-09,completed,Rural Engineering Services (RES),Dara-Rai Builders,REG-978,"80
Upadhyay, Indore, PIN - 209994",CJOBA1447S,22.788741,75.803678,True,True,2024-25
K-MAN-2024-0293,KA-04,Mangaluru,Karnataka,MP Amara Bir,community_hall,1386242,1331276,1230412,2024-12-02,2025-06-20,completed,Water Supply & Sanitation Board,Doshi LLC Builders,REG-670,"87/03
Dutta Chowk, Mangaluru, PIN - 665736",ENGFW1404N,12.935052,74.884228,True,True,2024-25
B-GAY-2023-0294,BR-02,Gaya,Bihar,MP Zarna Buch,solar,386167,381352,358381,2023-01-04,,stalled,Rural Engineering Services (RES),"Pathak, Choudhary and Barad Builders",REG-381,"89/065, Wason Marg, Gaya, PIN - 571239",LEWLT8274H,24.794366,84.950412,False,False,2023-24
MP-BHO-2024-0295,MP-01,Bhopal,Madhya Pradesh,MP Timothy Mukhopadhyay,solar,259223,254145,231507,2024-12-14,,stalled,Public Works Department (PWD),Srivastava Group Builders,REG-788,"49
Kata Zila, Bhopal, PIN - 433139",FPCNV4540O,23.310176,77.375643,False,False,2024-25
UP-BAR-2023-0296,UP-03,Barabanki,Uttar Pradesh,MP Hemang Talwar,road,1408907,1352489,1240318,2023-12-14,2024-04-28,completed,Public Works Department (PWD),Dutt-Chander Builders,REG-470,"H.No. 73
Dutta Nagar, Barabanki, PIN - 648169",UGIEB7574Y,26.959848,81.135983,True,True,2023-24
O-PUR-2023-0297,OD-03,Puri,Odisha,MP Pallavi Ramaswamy,building,4109060,4109060,4109060,2023-05-28,2024-02-16,completed,Zila Parishad Engineering Division,Shree Ram Construction,REG-UP-001,"86/350
Koshy Path, Puri, PIN - 225001",ABCDE1234F,19.7804,85.811637,False,False,2023-24
K-BEN-2024-0298,KA-01,Bengaluru Urban,Karnataka,MP Orinder Zacharia,building,3389668,3016506,3002996,2024-08-22,,stalled,District Rural Development Agency (DRDA),Palla Inc Builders,REG-140,"H.No. 910
Solanki Chowk, Bengaluru Urban, PIN - 759468",YCEPR2182T,12.907095,77.598174,False,False,2024-25
T-HYD-2024-0299,TS-01,Hyderabad,Telangana,MP Gagan Krishnamurthy,water,633204,568163,524959,2024-06-12,2024-05-13,completed,Zila Parishad Engineering Division,National Infra Conclave,REG-DL-990,"98/42
Ben Marg, Hyderabad, PIN - 110001",NATIN3322R,17.36555,78.415859,True,True,2024-25
A-SIL-2023-0300,AS-03,Silchar,Assam,MP Qadim Patla,building,3025071,2888609,2835184,2023-10-04,2023-08-20,completed,Rural Engineering Services (RES),Apex Civil Enterprises,REG-MH-109,"H.No. 30, Madan Circle, Silchar, PIN - 411001",APXCE7711Z,24.852236,92.80432,True,True,2023-24
UP-LUC-2024-0301,UP-01,Lucknow,Uttar Pradesh,MP Charvi Krish,community_hall,1600397,1416405,1343394,2024-01-26,,stalled,Rural Engineering Services (RES),"Pathak, Choudhary and Barad Builders",REG-381,"H.No. 175, Lata Path, Lucknow, PIN - 571239",LEWLT8274H,26.822433,81.016454,False,False,2024-25
M-AUR-2023-0302,MH-05,Aurangabad,Maharashtra,MP Gabriel Vaidya,community_hall,1569872,1341866,1274494,2023-09-19,2024-05-26,completed,Rural Engineering Services (RES),Chakraborty Group Builders,REG-482,"01
Kant Street, Aurangabad, PIN - 465556",OBNTH9619M,19.929377,75.422709,True,True,2023-24
M-SOL-2023-0303,MH-06,Solapur,Maharashtra,MP Gautami Nagar,building,3491875,3454688,3222015,2023-02-14,,ongoing,Rural Engineering Services (RES),Tak-Zachariah Builders,REG-887,"847, Subramaniam Zila, Solapur, PIN - 539322",OMZDW0374N,17.61516,75.867621,False,False,2023-24
WB-DAR-2024-0304,WB-03,Darjeeling,West Bengal,MP Damini Dutt,road,960859,909547,852883,2024-04-19,,ongoing,Public Works Department (PWD),"Kapur, Srinivasan and Vohra Builders",REG-343,"12/98, Rai Marg, Darjeeling, PIN - 161685",OMEKQ6438W,27.1156,88.256214,False,False,2024-25
M-AUR-2023-0305,MH-05,Aurangabad,Maharashtra,MP Liam Parekh,community_hall,2873440,2606294,2537727,2023-10-12,2024-06-26,completed,Rural Engineering Services (RES),Pandya-Shenoy Builders,REG-509,"H.No. 227, Wagle, Aurangabad, PIN - 822526",VWFRK2073Q,19.89061,75.293677,True,True,2023-24
TN-CHE-2023-0306,TN-01,Chennai,Tamil Nadu,MP Mekhala Sur,community_hall,2567718,2304241,2261877,2023-02-13,2023-12-08,completed,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"016, Patla Road, Chennai, PIN - 225001",ABCDE1234F,13.082673,80.263626,True,True,2023-24
R-JOD-2023-0307,RJ-02,Jodhpur,Rajasthan,MP Urmi Pillai,water,580314,565401,536849,2023-05-28,,ongoing,Water Supply & Sanitation Board,Shree Ram Construction,REG-UP-001,"83/408, Arya Nagar, Jodhpur, PIN - 225001",ABCDE1234F,26.315883,72.997603,False,False,2023-24
T-WAR-2024-0308,TS-02,Warangal,Telangana,MP Jairaj Chowdhury,building,4900288,4835880,4429275,2024-12-13,2025-09-22,completed,Rural Engineering Services (RES),"Dyal, Cheema and Thaman Builders",REG-163,"H.No. 626, Ramanathan Road, Warangal, PIN - 268471",QKJJE0428S,17.951666,79.58169,True,True,2024-25
G-RAJ-2024-0309,GJ-04,Rajkot,Gujarat,MP Barkha Som,building,4768111,4672168,4230238,2024-02-05,2024-11-07,completed,Rural Engineering Services (RES),Chopra-Chandra Builders,REG-820,"69, Saxena Chowk, Rajkot, PIN - 209807",JCRQB6774C,22.328641,70.814545,True,True,2024-25
O-PUR-2023-0310,OD-03,Puri,Odisha,MP Jeremiah Chand,community_hall,2281372,2281372,2281372,2023-06-24,2024-02-27,completed,District Rural Development Agency (DRDA),Royal Highway Builders,REG-RJ-551,"30/633, Bala Ganj, Puri, PIN - 302001",RYHB8822P,19.842211,85.778116,False,False,2023-24
M-THA-2023-0311,MH-04,Thane,Maharashtra,MP Sanya Verma,road,1862391,1624536,1579463,2023-09-21,2024-03-02,completed,Zila Parishad Engineering Division,"Madan, Chowdhury and Dixit Builders",REG-553,"H.No. 149
Dhingra Marg, Thane, PIN - 687057",KIWGE4422C,19.157308,72.961563,True,True,2023-24
T-NIZ-2023-0312,TS-03,Nizamabad,Telangana,MP Irya Dara,community_hall,1964472,1856131,1753137,2023-08-28,2023-07-18,completed,Water Supply & Sanitation Board,Surya Dev Projects Ltd,REG-MP-883,"78/75
Patla Nagar, Nizamabad, PIN - 462001",SDPL4433Q,18.61116,78.033628,True,True,2023-24
WB-HOW-2023-0313,WB-02,Howrah,West Bengal,MP Jeet Balay,water,1395600,1333370,1239815,2023-10-06,2023-08-27,completed,Municipal Corporation Engineering Cell,Surya Dev Projects Ltd,REG-MP-883,"59/217, Lad Nagar, Howrah, PIN - 462001",SDPL4433Q,22.567837,88.297803,True,True,2023-24
T-NIZ-2024-0314,TS-03,Nizamabad,Telangana,MP Finn Kumer,sanitation,343748,343748,343748,2024-02-17,2024-05-06,completed,Public Works Department (PWD),Royal Highway Builders,REG-RJ-551,"H.No. 91
Kari Circle, Nizamabad, PIN - 302001",RYHB8822P,18.621406,78.109956,False,False,2024-25
A-KAM-2023-0315,AS-01,Kamrup Metropolitan,Assam,MP Umang Cherian,water,667826,576449,533605,2023-01-05,2023-03-27,completed,Zila Parishad Engineering Division,Sarna-Bhakta Builders,REG-489,"28/01, Parmar Path, Kamrup Metropolitan, PIN - 610149",IMBVK7908S,26.221289,91.737184,True,True,2023-24
UP-VAR-2024-0316,UP-05,Varanasi,Uttar Pradesh,MP Dhruv Anne,solar,666751,636257,605886,2024-11-18,2025-01-09,completed,Water Supply & Sanitation Board,Sarna-Naidu Builders,REG-175,"H.No. 657
Anne Zila, Varanasi, PIN - 468411",UPTFL7002D,25.319294,83.003969,True,True,2024-25
M-PUN-2023-0317,MH-01,Pune,Maharashtra,MP Omya Kalita,solar,838844,838844,838844,2023-10-12,2024-01-01,completed,Rural Engineering Services (RES),Apex Civil Enterprises,REG-MH-109,"26/44, Bahl Circle, Pune, PIN - 411001",APXCE7711Z,18.544363,73.802831,False,False,2023-24
G-VAD-2023-0318,GJ-03,Vadodara,Gujarat,MP Onveer Lad,drainage,1409031,1408050,1365358,2023-09-07,2024-03-19,completed,Municipal Corporation Engineering Cell,Kashyap-Chanda Builders,REG-437,"86, Dash Ganj, Vadodara, PIN - 351192",IBWTA5572G,22.317383,73.204843,True,True,2023-24
UP-LUC-2023-0319,UP-01,Lucknow,Uttar Pradesh,MP Arjun Jhaveri,solar,651081,606973,550279,2023-02-09,2023-01-11,completed,Public Works Department (PWD),M/s Maa Durga Infrastructure,REG-BR-442,"747
Badal Path, Lucknow, PIN - 800001",MDUIN9988K,26.912179,80.990691,True,True,2023-24
MP-BHO-2023-0320,MP-01,Bhopal,Madhya Pradesh,MP Raksha Tak,road,2780000,2780000,2724400,2023-03-17,,stalled,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"653, Gera Zila, Bhopal, PIN - 225001",ABCDE1234F,23.291973,77.471064,False,False,2023-24
M-NAS-2024-0321,MH-03,Nashik,Maharashtra,MP Dhriti Tella,water,517483,501085,478619,2024-03-12,,ongoing,Water Supply & Sanitation Board,"Verma, Wagle and Buch Builders",REG-782,"29
Soni Zila, Nashik, PIN - 800017",BSSWB0446J,20.01227,73.75125,False,False,2024-25
UP-KAN-2024-0322,UP-04,Kanpur Nagar,Uttar Pradesh,MP Saumya Gola,community_hall,3321916,3175811,2916380,2024-12-25,2025-08-22,completed,Rural Engineering Services (RES),Basak Inc Builders,REG-865,"37/82
Lala, Kanpur Nagar, PIN - 520780",PSHYA8826G,26.450257,80.296032,True,True,2024-25
UP-GOR-2024-0323,UP-07,Gorakhpur,Uttar Pradesh,MP Gaurav Soni,water,843673,809498,805034,2024-06-28,2024-05-27,completed,Municipal Corporation Engineering Cell,National Infra Conclave,REG-DL-990,"89/10
Parmar Zila, Gorakhpur, PIN - 110001",NATIN3322R,26.689786,83.412146,True,True,2024-25
WB-MUR-2023-0324,WB-04,Murshidabad,West Bengal,MP Aayush Pandya,community_hall,2301141,2301141,2301141,2023-08-16,2023-12-28,completed,Water Supply & Sanitation Board,Royal Highway Builders,REG-RJ-551,"68/53, Viswanathan Street, Murshidabad, PIN - 302001",RYHB8822P,24.194506,88.345942,False,False,2023-24
G-RAJ-2024-0325,GJ-04,Rajkot,Gujarat,MP Osha Dugar,solar,313699,313659,311932,2024-04-24,,stalled,Water Supply & Sanitation Board,Palla Inc Builders,REG-140,"19/29
Goel Ganj, Rajkot, PIN - 759468",YCEPR2182T,22.32108,70.876544,False,False,2024-25
M-PUN-2024-0326,MH-01,Pune,Maharashtra,MP Oni Chaudry,solar,602588,599851,560138,2024-01-14,2024-03-25,completed,Zila Parishad Engineering Division,"Sane, Mani and Boase Builders",REG-541,"H.No. 202, Choudhry Chowk, Pune, PIN - 795386",EJTOX0564A,18.576524,73.913949,True,True,2024-25
M-SOL-2023-0327,MH-06,Solapur,Maharashtra,MP Eta Deol,water,743901,632973,598814,2023-08-20,2023-12-23,completed,Water Supply & Sanitation Board,"Narain, Borde and Bava Builders",REG-820,"H.No. 93, Kaul Ganj, Solapur, PIN - 161040",ARPYX2054V,17.597046,75.882355,True,True,2023-24
WB-MUR-2024-0328,WB-04,Murshidabad,West Bengal,MP Vidhi Parekh,building,3559485,3159114,2991901,2024-02-16,2025-02-01,completed,Municipal Corporation Engineering Cell,Deep-Shan Builders,REG-299,"98/21
Munshi Marg, Murshidabad, PIN - 490133",HACDG3400R,24.154219,88.342951,True,True,2024-25
R-UDA-2024-0329,RJ-04,Udaipur,Rajasthan,MP Balvan Bali,community_hall,1870050,1620585,1504696,2024-01-12,2024-10-13,completed,District Rural Development Agency (DRDA),"Tara, Dubey and Sarin Builders",REG-175,"H.No. 910, Mody Circle, Udaipur, PIN - 196023",MJYLR6067W,24.572769,73.685494,True,True,2024-25
MP-JAB-2024-0330,MP-03,Jabalpur,Madhya Pradesh,MP Kabir Mani,drainage,1559148,1559148,1559148,2024-11-23,2025-05-26,completed,District Rural Development Agency (DRDA),Apex Civil Enterprises,REG-MH-109,"25/97, Memon Zila, Jabalpur, PIN - 411001",APXCE7711Z,23.119057,79.923661,False,False,2024-25
WB-MUR-2023-0331,WB-04,Murshidabad,West Bengal,MP Widisha Chakrabarti,road,1128324,1060131,954969,2023-01-22,,ongoing,Rural Engineering Services (RES),Wadhwa-Atwal Builders,REG-924,"80/10, Yadav, Murshidabad, PIN - 828264",GFOQA8563H,24.141056,88.213418,False,False,2023-24
B-MUZ-2023-0332,BR-03,Muzaffarpur,Bihar,MP Jasmit Lanka,community_hall,488148,488148,488148,2023-11-27,,stalled,Water Supply & Sanitation Board,M/s Maa Durga Infrastructure,REG-BR-442,"814
Krishna Path, Muzaffarpur, PIN - 800001",MDUIN9988K,26.071087,85.42148,False,False,2023-24
MP-GWA-2023-0333,MP-04,Gwalior,Madhya Pradesh,MP Ayushman Raman,road,2780000,2780000,2724400,2023-02-28,2023-09-25,completed,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"866, Wagle Circle, Gwalior, PIN - 225001",ABCDE1234F,26.192088,78.179471,True,True,2023-24
B-BHA-2024-0334,BR-04,Bhagalpur,Bihar,MP Chanchal Shere,water,886450,886450,886450,2024-06-23,2024-09-28,completed,Municipal Corporation Engineering Cell,M/s Maa Durga Infrastructure,REG-BR-442,"H.No. 496, Raj Circle, Bhagalpur, PIN - 800001",MDUIN9988K,25.196416,86.979729,False,False,2024-25
B-MUZ-2024-0335,BR-03,Muzaffarpur,Bihar,MP Samesh Atwal,drainage,1487629,1416883,1384360,2024-06-10,2024-12-11,completed,Water Supply & Sanitation Board,Bava and Sons Builders,REG-290,"H.No. 854
Ramesh Path, Muzaffarpur, PIN - 124768",NXDNH8376W,26.098591,85.414306,True,True,2024-25
MP-BHO-2023-0336,MP-01,Bhopal,Madhya Pradesh,MP Pratyush Bahri,road,1297647,1217172,1206482,2023-03-21,2023-09-16,completed,District Rural Development Agency (DRDA),Suresh-Dash Builders,REG-998,"H.No. 436
Dar, Bhopal, PIN - 688116",OIZNL6078U,23.292646,77.48068,True,True,2023-24
TN-COI-2023-0337,TN-02,Coimbatore,Tamil Nadu,MP Vinaya Chandra,community_hall,3208433,3208433,3208433,2023-01-05,2023-09-15,completed,Water Supply & Sanitation Board,Royal Highway Builders,REG-RJ-551,"87
Vala Street, Coimbatore, PIN - 302001",RYHB8822P,11.079986,76.947557,False,False,2023-24
UP-PRA-2024-0338,UP-06,Prayagraj,Uttar Pradesh,MP Bishakha Bath,drainage,1024632,913072,910103,2024-09-17,2025-02-18,completed,Water Supply & Sanitation Board,Borra Inc Builders,REG-170,"H.No. 251
Dada Marg, Prayagraj, PIN - 366150",ITBLZ9022L,25.508728,81.776027,True,True,2024-25
UP-PRA-2024-0339,UP-06,Prayagraj,Uttar Pradesh,MP Chakradhar Mani,building,3195486,3007216,2768721,2024-09-13,2025-06-12,completed,District Rural Development Agency (DRDA),Ramaswamy Ltd Builders,REG-406,"97, Golla Zila, Prayagraj, PIN - 779975",QLRXM2509S,25.447304,81.861038,True,True,2024-25
R-JAI-2023-0340,RJ-01,Jaipur,Rajasthan,MP Mahika Balan,sanitation,500021,441813,421205,2023-05-23,2023-07-20,completed,Zila Parishad Engineering Division,"Butala, Dewan and Narayan Builders",REG-261,"62
Brar Zila, Jaipur, PIN - 169642",EFBTB3049Q,26.934738,75.858027,True,True,2023-24
A-DIB-2023-0341,AS-02,Dibrugarh,Assam,MP Hema Patla,building,490824,490824,490824,2023-01-21,,stalled,Municipal Corporation Engineering Cell,M/s Maa Durga Infrastructure,REG-BR-442,"787, Yohannan, Dibrugarh, PIN - 800001",MDUIN9988K,27.508333,94.897335,False,False,2023-24
O-CUT-2023-0342,OD-02,Cuttack,Odisha,MP Anay Luthra,water,670787,648468,634234,2023-05-01,2023-06-09,completed,Water Supply & Sanitation Board,Chana-Kunda Builders,REG-914,"H.No. 220
Rout, Cuttack, PIN - 526176",RUXCC1158I,20.533805,85.843975,True,True,2023-24
K-BEN-2024-0343,KA-01,Bengaluru Urban,Karnataka,MP Chakrika Manne,community_hall,3459497,3131868,3101228,2024-03-15,2024-11-15,completed,Public Works Department (PWD),Shree Ram Construction,REG-UP-001,"H.No. 519, Nigam Chowk, Bengaluru Urban, PIN - 225001",ABCDE1234F,12.920642,77.544204,True,True,2024-25
